"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045785","GO:0045785","positive regulation of cell adhesion","180/4203","465/13465",0.387096774193548,1.24012801915682,3.54986630348656,0.000289060734139593,0.0110373846293949,0.00986327548940597,"SMARCC2/EFNB1/B2M/BRD4/SART1/CR1/PTPN23/RAB40C/CSF1/STX4/TFE3/ITPKB/TESK1/HLX/IGF2/PTPRC/TRIOBP/SOX13/TFRC/ZFHX3/ZMIZ1/PIEZO1/PDGFB/ERBB2/HLA-DRA/RREB1/TGFB1/CXCL13/CCDC88B/PNP/GPR65/ABL1/LIMS2/ITGA4/IL1B/SMARCA4/HLA-DQA1/SELE/LAMB2/SOX12/TNFSF13B/SMAD7/COL16A1/GCNT1/CD80/RIPK2/RARA/JAK2/TNFRSF14/NCK1/HLA-DPA1/ICOS/BAD/CD86/SLAMF1/MALT1/EMILIN1/DAG1/PIK3R2/PPM1F/ATM/CHRD/KLHL22/IL7R/AP3D1/LYN/IL2RG/HLA-DMB/CYTH3/CD83/RASGRP1/PDCD1LG2/XBP1/HAVCR2/ELANE/CCR2/PTPRJ/IL6/IL10/PTPRU/CD274/VEGFA/GCNT2/FOXC2/SIRPG/TYK2/CHST2/FLNA/HLA-DOB/CD276/GLI2/RAC3/CD27/IFNG/JUP/IRAK1/CX3CL1/KLHL25/BTN2A2/LEF1/HLA-DMA/MMRN1/AGER/SRC/IL2RA/XCL1/ZBTB16/IL7/CCL2/HLA-DPB1/ITGA3/BCL6/MYADM/FBLN2/DOCK8/SHB/IL18/CD28/VAV3/HLA-DQB2/HLA-DOA/VWC2/CCL5/HLA-DQB1/ALOX5/FBLN1/RHOH/SMARCD3/PDPN/KLRK1/IL23R/ICOSLG/TPM1/TGM2/IL21/IGFBP2/LCK/AIF1/CD3E/COL26A1/ITGA2/FSTL3/TNFRSF13C/CLECL1/IL12A/ZAP70/TNFSF14/CSPG5/HLA-DRB1/P2RY12/CD40LG/CD55/VCAM1/WNT10B/RET/MYOC/IL4I1/LILRB4/IL12RB1/TNF/EPHA1/HLA-DRB4/CTSG/TESPA1/SFRP2/CCL19/VTN/IL1A/CD6/SKAP1/ADAM8/IL12B/PKP3/IL23A/CCR7/WNT3A/HLA-DQA2/SAA1/TMIGD2/CCL25",180
"GO:0010001","GO:0010001","glial cell differentiation","95/4203","225/13465",0.422222222222222,1.35265815422846,3.59348267030237,0.000290207913438291,0.0110373846293949,0.00986327548940597,"PRX/PLEC/S100A9/GPC1/SKI/NFE2L1/COL6A1/ABCA2/BIN1/HRAS/SOX13/DLG5/NAB2/FPR2/LGI4/ERBB2/TGFB1/FKRP/ABL1/AKT2/IL1B/MXRA8/S100A8/DLL1/LAMB2/TLR2/CLCN2/NSUN5/ID2/GPR157/BOK/DAG1/GPR17/MAP2K2/MAPT/LYN/MAPK3/NR1D1/RNF112/LRP1/CLCF1/IFNGR1/PICK1/PTPRJ/DAAM2/SMO/IL6/SOX8/METRN/CXCR4/IFNG/TLR4/CDK1/LEF1/AGER/PRDM8/EOMES/DUSP15/SERPINE2/NOTCH1/BMP2/MFSD8/WASF3/DTX1/LAMC3/ZNF488/PFKFB3/ITGB4/KLF15/DAB1/TPPP/MYRF/CSPG5/MYCN/TTBK1/MMP24/KCNJ10/MYOC/IL34/FA2H/SOX10/TNF/CNTN2/TSPAN2/VTN/GPR37L1/SOX9/MAG/DNER/ADORA2A/RELN/HES5/VAX1/FGF5/PAX6",95
"GO:0050852","GO:0050852","T cell receptor signaling pathway","63/4203","139/13465",0.453237410071942,1.45202039653074,3.60852639010868,0.00031378904009914,0.0118253055808169,0.0105673808249266,"STK11/PTPN2/PTPRC/RBCK1/HRAS/BCAR1/ABL1/RIPK2/IKBKG/CD53/NCK1/CTLA4/MALT1/CACNB3/DENND1B/LIPA/GBP1/TXK/ITK/PTPRJ/TRAT1/FOSL2/CD3D/CD276/SIVA1/DGKZ/THEMIS/BTN2A2/BTK/HLA-DPB1/SHB/CD28/TRAC/HLA-DQB1/PLCG2/CD247/LCP2/TRGC2/ICOSLG/LAPTM5/BTNL8/CD226/CD8A/LCK/PAWR/CD3E/TRDC/KCNN4/PTPN22/ZAP70/BTNL9/HLA-DRB1/CD3G/CD8B/SLA2/SH2D1A/LILRB4/TESPA1/SKAP1/UBASH3A/CCR7/BTN1A1/ZNF683",63
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","18/4203","28/13465",0.642857142857143,2.0594983175283,3.78044119209457,0.000314989236127621,0.0118253055808169,0.0105673808249266,"B2M/HLA-DRA/HLA-DQA1/HLA-DPA1/CTSS/FCER1G/HLA-DMB/HLA-DOB/HLA-DMA/FCGR2B/HLA-DPB1/HLA-DQB2/HLA-DOA/HLA-DQB1/IFI30/HLA-DRB1/HLA-DRB4/HLA-DQA2",18
"GO:0051784","GO:0051784","negative regulation of nuclear division","31/4203","58/13465",0.53448275862069,1.71230319886452,3.66207677472541,0.000350168989389769,0.0130617522388402,0.0116722996463256,"TOM1L2/MAD1L1/XRCC3/TTK/BUB1/RPS6KA2/MAD2L1/INCENP/KNTC1/SKA3/NUF2/ATM/KLHL22/ZWILCH/GEN1/FBXO5/NDC80/RAD1/BIRC5/CENPF/CDC20/CCNB1/SPC25/HORMAD1/CDCA8/TRIP13/BUB1B/BMP4/FBXO43/SPC24/AURKB",31
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","49/4203","103/13465",0.475728155339806,1.5240731885916,3.59657547670593,0.000358493692989413,0.0132662139097529,0.0118550115708395,"MAVS/HSPB1/PTPRC/TLR1/TGFB1/SPHK2/FCGR1A/TLR2/RIPK2/JAK2/TICAM1/FCGR2A/CLEC7A/CD86/FRMD8/FCER1G/CYBB/IFNGR1/HAVCR2/LILRA5/CCR2/PTPRJ/IL6/CD2/SPON2/LBP/LY96/FCGR3A/IFNG/TLR4/CCL3/TMEM106A/FCGR2B/AGER/NFATC4/NOD1/BTK/CARD9/PLCG2/TYROBP/AKAP12/C1QTNF4/CCL19/IL1A/ADAM8/IL12B/IL23A/ABCC8/MMP8",49
"GO:0045059","GO:0045059","positive thymic T cell selection","11/4203","14/13465",0.785714285714286,2.51716461031236,3.82590157648174,0.000361670276313922,0.0132662139097529,0.0118550115708395,"STK11/PTPN2/ITPKB/PTPRC/SRF/CD3D/TOX/DOCK2/CD3E/ZAP70/CD3G",11
"GO:0007389","GO:0007389","pattern specification process","148/4203","375/13465",0.394666666666667,1.26437941153145,3.49774222850641,0.000362489776877592,0.0132662139097529,0.0118550115708395,"DVL1/APC2/MEGF8/SKI/SSBP3/EFNB1/RFNG/FUZ/FKBP8/PCGF2/TIGD5/LAMA5/PSKH1/LRP5/RING1/IFT140/AXIN1/SMAD6/TBX2/STIL/NBL1/DLL1/PBX2/CYP26B1/ANKS6/NCLN/IRX3/FBXL15/ALG5/SYNGAP1/RARG/ABI1/SUFU/ATP6AP2/OSR1/KAT2A/ATM/CHRD/POGLUT1/DZIP1L/FGFR1/HES6/HIF1A/SRF/HOXB6/HOXA7/BBS5/DAAM2/SIX2/SMO/HOXC4/LFNG/TBX6/SOX18/CELSR2/ACD/HOXC8/AURKA/ARC/HOXC5/FOXC2/HES4/HOXC6/DCHS1/GLI2/NKD1/TBX1/LEF1/GDF11/PTCH1/POU5F1/ZBTB16/EOMES/WNT6/ZEB1/ALX4/HOXA3/OSR2/NOTCH1/EMX2/BMP2/NR2F2/HOXA10/SMARCD3/PAX8/MEIS2/CCDC40/XRCC2/AXIN2/TBX3/SIX3/WNT11/HOXA6/HEYL/GSC/BASP1/DNAAF3/MEOX2/VAX2/HOXD3/EN1/GLI1/CRB2/MESP1/NDRG4/COBL/HOXA4/SEMA3C/ASB2/SIM2/MESP2/TCF15/AR/TIFAB/DAW1/LMX1B/BMP4/HOXB5/HOXC10/LEFTY2/VANGL2/HES7/DMRT2/GREM2/DSCAML1/HOXD13/SHROOM3/MDFI/HOXC9/HOXD9/FST/SFRP2/FGF8/LEFTY1/NKX3-2/MEIS3/FOXD1/PCSK6/HAND2/GRHL3/RELN/STC1/HES5/HOXC11/WNT3A/GPC3/TBX20/PAX6",148
"GO:0097530","GO:0097530","granulocyte migration","57/4203","124/13465",0.459677419354839,1.47265202274873,3.5618246033683,0.000381401092945225,0.0138710809990516,0.0123955355207198,"S100A9/IRAK4/CSF1/PIP5K1C/CXCR2/TNFAIP6/CXCR1/CXCL10/CXCL13/S100A12/IL1B/S100A8/IL17RC/CXCL9/SLAMF1/BSG/CCL4/SRP54/BST1/FCER1G/MAPK3/MCOLN2/CXCL5/C3AR1/PTPRJ/SLAMF8/CCL7/VEGFA/PIK3CG/LBP/CCL8/CCL13/RAC3/CKLF/CCL3/CX3CL1/XCL1/CCL2/VAV3/CXCL3/CCL5/PF4V1/CXADR/TREM1/RAC2/DPEP1/IL34/C5AR2/CCL19/ADAM8/CD177/S100A14/IL23A/CCR7/SAA1/CCL24/CCL25",57
"GO:0045058","GO:0045058","T cell selection","32/4203","61/13465",0.524590163934426,1.68061064891198,3.58889544222222,0.000440226467589049,0.0159110423285756,0.0142184946053606,"BRD4/STK11/PTPN2/ITPKB/PTPRC/IRF4/ATG5/SLAMF6/SRF/IL6/JAG2/CD3D/TOX/THEMIS/ZFPM1/LY9/CD69/CD28/AIRE/IL23R/BCL11B/BATF/DOCK2/CD3E/ZAP70/CD3G/IL12RB1/TBX21/JAK3/IL12B/IL23A/CCR7",32
"GO:0002683","GO:0002683","negative regulation of immune system process","186/4203","486/13465",0.382716049382716,1.22609364856966,3.4197963061202,0.000453247239533163,0.0162805289311326,0.0145486768245213,"SCRIB/CR1/SLC4A2/NFKBIL1/MAD1L1/CACTIN/PTPN2/FAM3A/PKN1/TNFAIP6/DAB2IP/TOB2/HLX/PTPRC/SPSB3/DLG5/MNDA/ERBB2/TGFB1/IRF4/LAX1/NBL1/PTPRS/TRIM11/SMAD7/GRAMD4/CD80/NMI/RARA/GPR137/TNFRSF14/PLA2G2D/NCK1/NR1H2/ID2/SAMSN1/CASP3/CD86/SLAMF1/BTLA/CTLA4/BANF1/LPXN/ATG5/EMILIN1/LRRC14/NLRX1/GPR17/ATM/KLHL22/PAG1/IL7R/ABHD17A/LYN/FCER1G/INHA/FURIN/PPT1/RHBDD3/PDCD1LG2/CD200R1/MAPK3/NR1D1/SARM1/GBP1/CRTAM/HOXA7/PSMA1/HAVCR2/FCRL3/PRDM16/BCR/CCR2/AARS2/PTPRJ/SLAMF8/IL10/HMGB3/AXL/CR1L/CD274/LST1/LAMP2/TIGIT/C9orf72/TLR6/HLA-DOB/YPEL4/GLMN/TLR4/CCL3/DGKZ/CX3CL1/BTN2A2/USP15/FCGR2B/PARP14/SAMHD1/TSC22D3/SRC/IL2RA/ZFPM1/VSIG4/CD96/XCL1/SERPINB9/BTK/IDO1/GPR18/CCL2/CST7/CD84/RIN3/ZBTB46/IL17D/BCL6/CD69/HLA-DOA/STAP1/SMPDL3A/TGFB3/CEBPA/F2RL1/CR2/CD72/ARG1/KLRK1/MMP12/ADORA1/LAPTM5/DTX1/CLEC12A/SMPDL3B/GCSAM/PAWR/KLRC1/IRF1/SYVN1/TMEM176B/CLNK/FSTL3/IL27RA/TYROBP/PTPN22/TNFRSF13B/HLA-DRB1/TBC1D10C/DCST1/SLA2/BMP4/CD55/GATA2/ARG2/KLRD1/LRRC32/CD300LF/CLEC12B/C5AR2/C4BPB/IL4I1/SH2D1A/GDF15/LILRB4/TNF/CTSG/SPINK5/SOX9/CD22/ADTRP/LILRA4/TBX21/JAK3/NLRC3/UBASH3A/TSPAN32/IL1RL1/GPR55/IL12B/APOD/ADORA2A/TYRO3/AURKB/GAL/RNF39/CCL25/DAPL1",186
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","34/4203","66/13465",0.515151515151515,1.65037238913042,3.56789633784193,0.000459135986567329,0.0162925432249021,0.0145594130897905,"B2M/PTPRC/HLA-DRA/SLAMF6/RASGRP1/CRTAM/IL18RAP/XCL1/KLRC3/STAP1/F2RL1/ARG1/KLRK1/IL23R/HLA-H/IL21/CD226/KLRC1/TYROBP/IL12A/HLA-DRB1/KLRC2/KLRD1/ULBP1/SH2D1A/IL12RB1/NCR3/ULBP2/CD1A/IL12B/CD1B/KLRC4/IL23A/NOS2",34
"GO:0050729","GO:0050729","positive regulation of inflammatory response","71/4203","162/13465",0.438271604938272,1.40407498465235,3.48545142842856,0.000459181489754931,0.0162925432249021,0.0145594130897905,"S100A9/CASP4/TGFB1/S100A12/IL1B/S100A8/GBP5/FCGR1A/TLR2/NMI/CTSC/CASP3/GZMK/TRADD/ZBP1/FCER1G/MAPK3/GBP1/LILRA5/CCR2/IL6/AIM2/CASP1/CCL7/NUPR1/CASP5/TLR7/NLRC4/PIK3CG/LBP/TLR6/PTGS2/IFNG/TLR4/CCL3/CX3CL1/CCR1/PLA2G7/FFAR2/BTK/IDO1/IL18/CD28/GSDMD/STAP1/GBP3/CCL5/CEBPA/PLCG2/GPRC5B/IL21/LGALS2/NKG7/PDE2A/SNCA/TTBK1/LTA/SUCNR1/TNF/GPR4/TAC1/OSM/ADAM8/IL1RL1/IL12B/NLRP10/C2CD4A/IL23A/CCR7/MMP8/CCL24",71
"GO:0045582","GO:0045582","positive regulation of T cell differentiation","54/4203","117/13465",0.461538461538462,1.47861417668698,3.50255326420016,0.000474685892295809,0.0167405891349655,0.0149597978178073,"SMARCC2/BRD4/SART1/CR1/ITPKB/HLX/PTPRC/SOX13/ZMIZ1/HLA-DRA/TGFB1/PNP/GPR65/SMARCA4/SOX12/CD80/RIPK2/RARA/BAD/CD86/MALT1/IL7R/AP3D1/IL2RG/CD83/RASGRP1/XBP1/GLI2/CD27/IFNG/KLHL25/BTN2A2/LEF1/IL2RA/ZBTB16/IL7/BCL6/SHB/IL18/RHOH/SMARCD3/IL23R/LCK/ZAP70/HLA-DRB1/WNT10B/IL4I1/LILRB4/IL12RB1/TESPA1/CCL19/ADAM8/IL12B/IL23A",54
"GO:0002791","GO:0002791","regulation of peptide secretion","72/4203","165/13465",0.436363636363636,1.39796249432224,3.46475598808662,0.000490215025458061,0.0171841038140991,0.0153561333276019,"GNA11/RPH3AL/STX4/SREBF1/MIDN/SIRT3/LRP5/TRPM4/CAPN10/PRKACA/IL1B/S100A8/GNAO1/GABBR1/RAPGEF3/BRSK2/JAK2/SIRT6/BAD/RAB8B/ACSL4/PPARD/PLA2G6/HIF1A/NR1D1/NLGN2/SYT7/PICK1/PIM3/IL6/UCN/PFKL/TCIRG1/PER2/PRKCB/SERP1/IFNG/TCF7L2/ADRA2C/FFAR2/IRS2/SLC25A22/CCL5/STX1A/F2RL1/ADRA2A/ALOX5/SSTR5/PAX8/MLXIPL/BLK/ADORA1/IRS1/ADCY5/HLA-DRB1/BAIAP3/ABCA12/INHBB/SNAP25/KCNB1/TNF/BMP8A/RASL10B/ADCY8/NMU/ILDR1/NNAT/ADCYAP1/RBP4/ABCC8/SCT/NOS2",72
"GO:0050727","GO:0050727","regulation of inflammatory response","144/4203","366/13465",0.39344262295082,1.26045798668398,3.40309058083336,0.000505609170899897,0.017617603386027,0.015743519093889,"S100A9/NFE2L1/BRD4/SLC39A8/PTPN2/SHARPIN/TNFAIP6/CASP4/MAPK7/PTPRC/FPR2/TGFB1/S100A12/BIRC3/GIT1/IL1B/S100A8/GBP5/SELE/IRF3/FCGR1A/TLR2/NMI/MMP3/PPP1R13L/MGLL/JAK2/PLA2G2D/CTSC/NR1H2/C15orf39/CASP3/GZMK/NLRX1/GPR17/BST1/PBK/PPARD/TRADD/ZBP1/LYN/FCER1G/FURIN/AOAH/RHBDD3/DAGLA/CD200R1/BIRC2/MAPK3/NR1D1/CALHM2/GBP1/RB1/PSMA1/LILRA5/ELANE/BCR/CCR2/IL6/SLAMF8/METRNL/AIM2/CASP1/CCL7/IL10/NUPR1/CASP5/PSMA6/TLR7/NLRC4/PIK3CG/LBP/FANCD2/TLR6/PTGS2/IFNG/TLR4/SIGLEC10/CCL3/CX3CL1/CCR1/FCGR2B/AGER/SRC/IL2RA/PLA2G7/FFAR2/XCL1/KRT1/BTK/IDO1/CST7/HGF/BCL6/IL18/CD28/GSDMD/STAP1/GBP3/CCL5/CEBPA/ALOX5/PLCG2/SBNO2/GPRC5B/ADORA1/IL21/PIK3AP1/CLEC12A/SMPDL3B/LGALS2/NKG7/PDE2A/SPHK1/NLRP2/SNCA/HLA-DRB1/TTBK1/F12/CMA1/LTA/NLRP14/SUCNR1/TNF/APOE/GPR4/NLRP7/TAC1/OSM/ADAM8/NLRC3/IL1RL1/IL12B/ADORA2A/NLRP10/TYRO3/NLRP11/C2CD4A/IL23A/CCR7/MMP8/SAA1/CCL24/IL37",144
"GO:0046006","GO:0046006","regulation of activated T cell proliferation","23/4203","40/13465",0.575,1.84210682845586,3.59297665641784,0.000510366887057391,0.0176537919906384,0.0157758581115861,"SCRIB/IGF2/CASP3/SLAMF1/PDCD1LG2/CRTAM/CD274/BTN2A2/AGER/IL2RA/IL18/ARG1/IL23R/ICOSLG/LAPTM5/IGFBP2/LRRC32/CLC/LILRB4/IL12RB1/IL12B/IL23A/TMIGD2",23
"GO:0050832","GO:0050832","defense response to fungus","26/4203","47/13465",0.553191489361702,1.77223968695106,3.57249401988872,0.000512715388626548,0.0176537919906384,0.0157758581115861,"S100A9/FAM3A/TGFB1/S100A12/S100A8/IL17RC/CLEC4A/CLEC7A/CLEC4E/CLEC4D/ZBP1/ELANE/CLEC6A/SPON2/USP15/GNLY/CARD9/PLCG2/ARG1/CLEC4C/HAMP/CTSG/TAC1/IL36RN/NLRP10/DEFA1",26
"GO:0071346","GO:0071346","cellular response to type II interferon","45/4203","94/13465",0.478723404255319,1.5336689598615,3.49758505001993,0.000515991084934467,0.0176620713131392,0.0157832567156425,"PTPN2/ADAMTS13/STX4/DAPK3/CD58/GBP5/TLR2/ACTR3/JAK2/RAB43/NR1H2/CDC37/HLA-DPA1/MYO1C/CDC42EP2/STXBP1/GBP1/IFNGR1/TXK/CDC42EP4/CASP1/GSN/STAT1/TYK2/FCAR/IFNG/TLR4/PARP9/CCL3/ZYX/PARP14/CCL2/GBP3/FASLG/CCL5/ARG1/AIF1/IRF1/GBP4/IRF8/HPX/IL12RB1/TNF/IL12B/NOS2",45
"GO:0007599","GO:0007599","hemostasis","92/4203","220/13465",0.418181818181818,1.33971405705881,3.42226184401185,0.00052738671605157,0.0179465690099654,0.0160374907805156,"ADAMTS13/MYH9/HSPB1/PDGFB/DGKQ/BLOC1S3/HPS5/C1GALT1C1/JAK2/LMAN1/ENTPD1/C1QTNF1/EMILIN1/SLC7A11/LYN/FCER1G/SRF/VAV2/STXBP1/TBXA2R/MYL9/PTPRJ/IL6/GAS6/ITPK1/AXL/DGKD/ZNF385A/PLEK/PIK3CG/FLNA/TUBB1/TLR4/TSPAN9/DGKZ/ADRA2C/MMRN1/SRC/NFE2/PEAR1/SLC4A1/KRT1/ENTPD2/AVPR2/ADRA2B/SERPINE2/VAV3/PRRG3/F13A1/F2RL1/ADRA2A/FZD6/FBLN1/PLCG2/PDPN/F2R/HPSE/GP1BA/ANGPTL2/SERPINA1/FAP/THBD/LCK/ITGA2/TSPAN18/NOS3/P2RY12/CD40LG/SCUBE1/F12/GP9/C4BPB/SLC6A4/APOE/ADAMTS18/CTSG/VTN/SERPIND1/ADTRP/P2RX1/TSPAN32/SERPINA10/ANGPT4/F10/ADORA2A/TYRO3/F2RL3/SERPINB2/WNT3A/SAA1/ANXA8/PDIA2",92
"GO:0000280","GO:0000280","nuclear division","148/4203","378/13465",0.391534391534392,1.25434465429707,3.37880261107079,0.000546004947049111,0.0184721092260394,0.0165071263061359,"NUMA1/TOM1L2/OBSL1/BRCA2/GOLGA2/NFE2L1/SH2B1/FOXJ2/EME2/PPP1R9B/MAD1L1/HSF1/FZR1/DAPK3/NCAPH2/NUDC/IGF2/LRP5/EHMT2/CHMP6/CCDC86/XRCC3/CCDC61/PDGFB/PHF13/EML4/TGFB1/PPP2R1A/ASPM/IL1B/AKAP8L/MUS81/CYP26B1/CHMP1A/KIF11/TUBG2/ACTR3/KIF14/CTDP1/TTK/RAD51AP1/CENPK/BUB1/RPS6KA2/NCAPG/BANF1/EML3/KIF18A/MAD2L1/INCENP/KNTC1/SKA3/DLGAP5/TOP2A/SLX4/NUF2/ATM/KLHL22/BRIP1/ZWILCH/ANLN/DCAF13/KIF20B/GEN1/FBXO5/CUL7/RB1/MIS12/KIF23/ANKRD53/CCSAP/FBXW5/MEI1/AURKA/KATNB1/KIF15/CCDC8/FANCD2/CENPE/NDC1/BORA/FLNA/CKS2/CDK1/SMC4/SPIRE2/NDC80/RAD1/RAB24/CDC25C/CCNE2/BIRC5/MKI67/MAPK15/NCAPH/CENPF/NEK2/CD28/SYCE1L/PTTG1/CDC20/NUSAP1/CCNB2/CDKN1C/RMI1/CDC25B/KIF2C/CCNB1/SPC25/KIF4A/HSF5/DAZL/TGFA/KNSTRN/MYBL2/HORMAD1/MND1/ANKLE1/CCNE1/CDCA8/PDGFRB/SPHK1/TPX2/TRIP13/REC8/BUB1B/BMP4/NPM2/FBXO43/CDCA2/AURKC/SPC24/TNF/FGF8/KCTD19/ZNF541/KIFC1/EGF/IL1A/UBE2C/TEX15/AURKB/CNTD1/SYCE1/SMPD3/EREG/FMN2/BTBD18",148
"GO:0045787","GO:0045787","positive regulation of cell cycle","117/4203","290/13465",0.403448275862069,1.29251273720741,3.39221075667421,0.000549598526215891,0.0184862070754351,0.0165197244874141,"RAB11FIP3/NUMA1/PAGR1/BRCA2/SH2B1/BRD4/WIZ/MARK4/MAD1L1/RAD23A/HSF1/NCAPH2/IGF2/LRP5/MEPCE/XRCC3/PDGFB/USP19/TGFB1/TBX2/ABL1/DDRGK1/STIL/IL1B/CPSF3/HCFC1/KIF14/RARA/ECT2/RAD51AP1/RPTOR/CCDC57/EZH2/BUB1/GIPC1/CDC7/MBLAC1/DTL/NCAPG/MAD2L1/INCENP/SKA3/DLGAP5/ATAD5/FGFR1/KIF20B/CDK10/DDR2/PLK4/GEN1/FBXO5/DBF4/RB1/CDC6/PTK6/RRM2/KIF23/LFNG/IL10/NUPR1/AURKA/PPP1R35/CDK1/SMC4/NDC80/LEF1/TCF3/CDC25C/CCNE2/BIRC5/MAPK15/NCAPH/SOX15/USP2/SHB/CCND1/CD28/CDC20/NUSAP1/E2F7/SSTR5/PLCG2/SMARCD3/DBF4B/CDC25B/CCNB1/MEIS2/DDX11/TBX3/DAZL/TGFA/AIF1/GLI1/CCNE1/CDCA8/PDGFRB/SPHK1/NPM2/WNT10B/AURKC/CDC25A/RAB11FIP4/SLC6A4/TNF/FGF8/EGF/IL1A/CYP1A1/UBE2C/AURKB/PKP3/TERT/SMPD3/EREG/PROX2/OVOL1/TBX20",117
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","53/4203","115/13465",0.460869565217391,1.47647125759033,3.45668140264797,0.000556424373880147,0.018608238112693,0.0166287743918205,"TNK2/VEGFB/PTPN2/CHMP6/CSPG4/PDGFB/ERBB2/ZGPAT/CTF1/CD80/RIPK2/JAK2/ABI1/SAMSN1/DDR1/FGFR1/ALK/LYN/DDR2/MAPK3/PKDCC/LILRA5/ZFYVE28/PTK6/ENPP2/IL6/FGFR4/SRCIN1/VEGFA/IFNG/PARP9/MVP/PARP14/SRC/BTK/IL18/GPRC5B/BLK/CADM4/IL21/LCK/DOK7/PDGFRB/IL12A/PRLR/ZAP70/KIT/FLT3/SFRP2/OSM/JAK3/DMTN/ANGPT4",53
"GO:0042692","GO:0042692","muscle cell differentiation","124/4203","310/13465",0.4,1.28146561979538,3.37734272038055,0.000570192167489408,0.0189597041292621,0.0169428529768281,"HDAC5/PLEC/DMPK/FOXO4/SKI/OBSL1/COL6A1/SPEG/EHD2/DYRK1B/KDM6B/MYH9/MECP2/RXRB/TNPO2/HDAC4/BIN1/IGF2/OBSCN/CXCL10/CDK9/LMNA/FLII/PIEZO1/PDGFB/MAMSTR/TGFB1/TBX2/FKRP/NFATC1/EHD1/CXCL9/DLL1/LAMB2/ANKRD23/CYP26B1/RBPMS2/IRX3/CTDP1/SLC9A1/RARA/CD53/SEMA4C/CHUK/ID2/EZH2/SIRT6/CASP3/TNNT3/OLFM2/ATG5/ALPK3/KAT2A/LBX2/ACTN4/SRF/XBP1/RB1/G6PD/MYL9/RGS2/SMO/SHOX2/SDC1/FLNC/VEGFA/SOD2/BIN3/CCL8/GLMN/CDK1/MYH3/MAPK12/TBX1/NOTCH4/IGFBP5/SLC8A1/BHLHA15/FZD7/NFATC4/ZEB1/CCNT2/NOTCH1/MAPK11/BMP2/LMOD1/MYH11/SMARCD3/CCNB1/TPM1/TMEM204/NFATC2/TBX3/DOCK2/WFIKKN1/MYH10/CACNA2D2/MESP1/ADAM12/CXADR/PDGFRB/WFIKKN2/ASB2/ADAMTS15/HOPX/AVPR1A/TNFSF14/BMP4/WNT10B/GATA6/ITGA8/FHL2/KIT/GDF15/FHOD3/SOX9/GREB1L/KEL/TCF23/DNER/MYPN/EREG/WNT3A/ADRA1A",124
"GO:0090087","GO:0090087","regulation of peptide transport","72/4203","166/13465",0.433734939759036,1.38954103351307,3.40182619760196,0.000604715327467204,0.0198994743399918,0.0177826545055779,"GNA11/RPH3AL/STX4/SREBF1/MIDN/SIRT3/LRP5/TRPM4/CAPN10/PRKACA/IL1B/S100A8/GNAO1/GABBR1/RAPGEF3/BRSK2/JAK2/SIRT6/BAD/RAB8B/ACSL4/PPARD/PLA2G6/HIF1A/NR1D1/NLGN2/SYT7/PICK1/PIM3/IL6/UCN/PFKL/TCIRG1/PER2/PRKCB/SERP1/IFNG/TCF7L2/ADRA2C/FFAR2/IRS2/SLC25A22/CCL5/STX1A/F2RL1/ADRA2A/ALOX5/SSTR5/PAX8/MLXIPL/BLK/ADORA1/IRS1/ADCY5/HLA-DRB1/BAIAP3/ABCA12/INHBB/SNAP25/KCNB1/TNF/BMP8A/RASL10B/ADCY8/NMU/ILDR1/NNAT/ADCYAP1/RBP4/ABCC8/SCT/NOS2",72
"GO:0009620","GO:0009620","response to fungus","30/4203","57/13465",0.526315789473684,1.68613897341498,3.49688921599687,0.000612133683942007,0.0198994743399918,0.0177826545055779,"S100A9/FAM3A/TGFB1/S100A12/S100A8/IL17RC/CLEC4A/CLEC7A/MALT1/ATG5/CLEC4E/CLEC4D/ZBP1/ELANE/CLEC6A/SPON2/TLR4/USP15/BTK/GNLY/CARD9/PLCG2/ARG1/CLEC4C/HAMP/CTSG/TAC1/IL36RN/NLRP10/DEFA1",30
"GO:0032613","GO:0032613","interleukin-10 production","30/4203","57/13465",0.526315789473684,1.68613897341498,3.49688921599687,0.000612133683942007,0.0198994743399918,0.0177826545055779,"IRF4/DLL1/CLEC7A/FCER1G/CD83/PDCD1LG2/LILRA5/IL6/CD274/TIGIT/TLR4/FCGR2B/AGER/XCL1/BTK/IDO1/HGF/CD28/F2RL1/PLCG2/IL23R/IL21/BCL3/TYROBP/HLA-DRB1/CD40LG/LILRB4/JAK3/IL12B/IL23A",30
"GO:0032653","GO:0032653","regulation of interleukin-10 production","30/4203","57/13465",0.526315789473684,1.68613897341498,3.49688921599687,0.000612133683942007,0.0198994743399918,0.0177826545055779,"IRF4/DLL1/CLEC7A/FCER1G/CD83/PDCD1LG2/LILRA5/IL6/CD274/TIGIT/TLR4/FCGR2B/AGER/XCL1/BTK/IDO1/HGF/CD28/F2RL1/PLCG2/IL23R/IL21/BCL3/TYROBP/HLA-DRB1/CD40LG/LILRB4/JAK3/IL12B/IL23A",30
