"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030888","GO:0030888","regulation of B cell proliferation","36/4203","60/13465",0.6,1.92219842969308,4.82259678807049,3.78706346181849e-06,0.000423786967006189,0.000378706346181849,"GPR183/PKN1/PTPRC/TFRC/MZB1/MNDA/TNFSF13B/TICAM1/CASP3/CTLA4/ATM/BST1/ATAD5/LYN/CLCF1/FCRL3/IKZF3/IL10/TLR4/SLC39A10/TCF3/FCGR2B/BTK/IL7/IRS2/BCL6/VAV3/NFATC2/IL21/PAWR/TYROBP/TNFRSF13C/PRLR/TNFRSF13B/CD22/WNT3A",36
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","96/4203","208/13465",0.461538461538462,1.47861417668698,4.68607198686709,3.86346997422232e-06,0.000424179844905655,0.000379057431433134,"HDAC5/MAP2K7/B2M/TRIM41/NFKBIL1/IRAK4/HSF1/CACTIN/PABPN1/ADAMTS13/DAB2IP/CXCL10/TLR1/UPF1/CXCL13/ABL1/GIT1/IL1B/GBP5/IRF3/CXCL9/TLR2/CD80/MMP3/RIPK2/CARD16/RARA/JAK2/MAP2K3/TICAM1/LDOC1/CD86/MALT1/CD180/PPARD/LYN/PDCD1LG2/MAPK3/NR1D1/XBP1/TBXA2R/HAVCR2/CXCL5/KMO/BCR/IL6/CASP1/TLR10/IL10/NFKBIB/AXL/CD274/SPON2/LBP/LY96/TLR6/FCAR/TLR4/IRAK1/CX3CL1/FCGR2B/LY86/CCL2/NUGGC/PLSCR3/CCR5/IL18/STAP1/GBP3/ZFP36/PLCG2/SBNO2/KLRK1/GFI1/SIGIRR/PF4V1/LCN2/PTAFR/PTPN22/NOS3/IRF8/TIFAB/CD55/TNIP3/TNF/CTSG/SLC7A5/NLRP7/IL1A/CD6/IL12B/IL36RN/NOS2/MMP8/IL37/AICDA",96
"GO:0002757","GO:0002757","immune response-activating signaling pathway","201/4203","495/13465",0.406060606060606,1.30088176554986,4.59454848006022,4.256115748894e-06,0.000458635880422485,0.000409848183226829,"S100A9/TRIM56/IGHG1/CR1/TAB1/STK11/MAVS/MARK4/NFKBIL1/IRAK4/CACTIN/PTPN2/DAB2IP/CASP4/FPR1/ZNRF1/PTPRC/RBCK1/HRAS/TLR8/SPSB3/BCAR1/TLR1/FPR2/MNDA/GDI1/ECSIT/BIRC3/ABL1/IRF4/S100A8/LAX1/GBP5/IRF3/PTPRS/TRIM11/TLR2/TRIL/GRAMD4/NMI/RIPK2/IKBKG/CD53/MAP2K3/NCK1/TICAM1/CHUK/CLEC7A/CD79A/CTLA4/BANF1/MALT1/LPXN/LRRC14/CLEC4E/CTSS/CACNB3/DENND1B/NLRX1/SLC19A1/ZCCHC3/ABHD17A/LYN/PLA2G6/FCER1G/PPT1/ZDHHC1/VAV2/LIPA/BIRC2/NR1D1/SARM1/GBP1/HAVCR2/TXK/FCRL3/KLHL6/C3AR1/ITK/AARS2/CLEC6A/PTPRJ/TBK1/AIM2/CASP1/TLR10/LRCH4/FPR3/TMEM126A/TRAT1/FOSL2/CD3D/CD274/TLR7/LAMP2/NLRC4/LBP/LY96/TLR6/CD19/PRKCB/CD276/DPP9/IFNG/TLR4/SIVA1/IRAK1/DGKZ/SLC39A10/THEMIS/BTN2A2/USP15/FCGR2B/SRC/FCN1/FFAR2/NOD1/BTK/HLA-DPB1/TRAF3IP3/RAB13/SLC15A2/TIFA/SHB/KLRC3/CD28/VAV3/GSDMD/STAP1/MAPK11/SMPDL3A/TRAC/HLA-DQB1/F2RL1/IGHE/CR2/PLCG2/CD72/CD247/LCP2/KLRK1/TRGC2/ICOSLG/GFI1/LAT2/BLK/NFATC2/PIK3AP1/LAPTM5/BTNL8/CD226/CD8A/SMPDL3B/LCK/GCSAM/PAWR/CD3E/KLRC1/IRF1/TRDC/KCNN4/CD79B/TYROBP/PTPN22/ZAP70/BTNL9/HLA-DRB1/CD3G/TIFAB/CD8B/SLA2/KLRC2/BLNK/KLRD1/TNIP3/CD300LF/IRF7/C5AR2/COLEC11/SH2D1A/LILRB4/NCR3/TNF/TESPA1/CD22/LILRA4/SKAP1/NLRC3/UBASH3A/IGHD/BMX/S100A14/KLRC4/TYRO3/AURKB/NOS2/CCR7/RNF39/BTN1A1/FCN2/ZNF683",201
"GO:0002399","GO:0002399","MHC class II protein complex assembly","14/4203","16/13465",0.875,2.8032060433024,4.861549442134,4.96207121468819e-06,0.000515612364254832,0.000460763755649618,"B2M/HLA-DRA/HLA-DQA1/HLA-DPA1/HLA-DMB/HLA-DOB/HLA-DMA/HLA-DPB1/HLA-DQB2/HLA-DOA/HLA-DQB1/HLA-DRB1/HLA-DRB4/HLA-DQA2",14
"GO:0002503","GO:0002503","peptide antigen assembly with MHC class II protein complex","14/4203","16/13465",0.875,2.8032060433024,4.861549442134,4.96207121468819e-06,0.000515612364254832,0.000460763755649618,"B2M/HLA-DRA/HLA-DQA1/HLA-DPA1/HLA-DMB/HLA-DOB/HLA-DMA/HLA-DPB1/HLA-DQB2/HLA-DOA/HLA-DQB1/HLA-DRB1/HLA-DRB4/HLA-DQA2",14
"GO:0002237","GO:0002237","response to molecule of bacterial origin","137/4203","319/13465",0.429467084639498,1.37586825949818,4.57665882741055,5.32402136125454e-06,0.000543517198265617,0.000485700194360063,"HDAC5/MAP2K7/SSC5D/B2M/COL6A1/TRIM41/ALAD/NFKBIL1/IRAK4/HSF1/CACTIN/PABPN1/ADAMTS13/DAB2IP/JUND/CXCL10/TLR1/UPF1/SMAD6/GCH1/CXCL13/ABL1/GIT1/IL1B/S100A8/GBP5/SELE/IRF3/CXCL9/TLR2/CD80/MMP3/RIPK2/CARD16/RARA/PALM3/JAK2/MAP2K3/TICAM1/LDOC1/CASP3/CD86/MALT1/CD180/PPARD/CASP9/LYN/PDCD1LG2/MAPK3/NR1D1/XBP1/TBXA2R/HAVCR2/CXCL5/ELANE/KMO/BCR/IL6/CASP1/TLR10/IL10/NFKBIB/AXL/FOSL2/CD274/SOD2/SPON2/LBP/LY96/TLR6/FCAR/TLR4/PTGIR/IRAK1/CX3CL1/FCGR2B/LY86/CD96/BTK/IDO1/CCL2/NUGGC/PLSCR3/CCR5/IL18/NOTCH1/STAP1/GBP3/FASLG/ZFP36/CARD9/PLCG2/SBNO2/F2R/KLRK1/IL23R/GFI1/CXCL2/THBD/SIGIRR/PTGFR/PF4V1/LCN2/PTAFR/IL12A/PTPN22/NOS3/IRF8/SNCA/AKAP12/TIFAB/CD55/VCAM1/DIO2/TNIP3/LTA/IL12RB2/TNF/CTSG/SLC7A5/NLRP7/TAC1/IL1A/CYP1A1/CD6/GJB6/NR4A1/IL12B/S100A14/IL36RN/ABCC8/NOS2/CCR7/MMP8/PTGER1/IL37/AICDA",137
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","95/4203","207/13465",0.458937198067633,1.47028060242224,4.59322361936323,5.81606622720649e-06,0.000583511885795079,0.000521440420370237,"SMARCC2/BRD4/SART1/CR1/SLC4A2/PTPN2/ITPKB/HLX/PTPRC/SOX13/ZMIZ1/ERBB2/HLA-DRA/TGFB1/PNP/GPR65/ABL1/DDRGK1/SMARCA4/IRF4/SOX12/SMAD7/CYP26B1/CD80/RIPK2/RARA/ID2/BAD/CD86/CTLA4/MALT1/KAT2A/IL7R/AP3D1/IL2RG/INHA/CD83/RASGRP1/PPP2R3C/XBP1/CRTAM/FCRL3/CCR2/SLAMF8/IKZF3/CD2/GAS6/IL10/HMGB3/AXL/PRDM1/FANCD2/GLI2/CD27/IFNG/TOX/KLHL25/BTN2A2/LEF1/IL2RA/ZBTB16/BTK/IL7/BCL6/ZEB1/SHB/IL18/CD69/CD28/HLA-DOA/RHOH/SMARCD3/IL23R/BATF/IL21/DTX1/CAMK4/LCK/IRF1/ZAP70/HLA-DRB1/BMP4/WNT10B/IL4I1/LILRB4/IL12RB1/TESPA1/SPINK5/CCL19/TBX21/JAK3/ADAM8/IL12B/IL23A/ZNF683",95
"GO:0032496","GO:0032496","response to lipopolysaccharide","130/4203","301/13465",0.431893687707641,1.38364228050997,4.53450758901686,6.53316152743395e-06,0.000644346897087087,0.000575804066824687,"HDAC5/MAP2K7/B2M/COL6A1/TRIM41/ALAD/NFKBIL1/IRAK4/HSF1/CACTIN/PABPN1/ADAMTS13/DAB2IP/JUND/CXCL10/UPF1/SMAD6/GCH1/CXCL13/ABL1/GIT1/IL1B/S100A8/GBP5/SELE/IRF3/CXCL9/TLR2/CD80/MMP3/RIPK2/CARD16/RARA/PALM3/JAK2/MAP2K3/TICAM1/LDOC1/CASP3/CD86/MALT1/CD180/PPARD/CASP9/LYN/PDCD1LG2/MAPK3/NR1D1/XBP1/TBXA2R/HAVCR2/CXCL5/ELANE/KMO/BCR/IL6/CASP1/IL10/NFKBIB/AXL/FOSL2/CD274/SOD2/SPON2/LBP/LY96/FCAR/TLR4/PTGIR/IRAK1/CX3CL1/LY86/CD96/BTK/IDO1/CCL2/NUGGC/PLSCR3/CCR5/IL18/NOTCH1/STAP1/GBP3/FASLG/ZFP36/PLCG2/SBNO2/F2R/KLRK1/IL23R/GFI1/THBD/SIGIRR/PTGFR/PF4V1/LCN2/PTAFR/IL12A/PTPN22/NOS3/IRF8/SNCA/AKAP12/TIFAB/CD55/VCAM1/DIO2/TNIP3/LTA/IL12RB2/TNF/CTSG/SLC7A5/NLRP7/TAC1/IL1A/CYP1A1/CD6/GJB6/NR4A1/IL12B/S100A14/IL36RN/ABCC8/NOS2/CCR7/MMP8/PTGER1/IL37/AICDA",130
"GO:0030595","GO:0030595","leukocyte chemotaxis","93/4203","203/13465",0.458128078817734,1.46768845616959,4.52287427726075,7.93924372875206e-06,0.000769974320960138,0.000688067789825179,"PLEC/S100A9/GPR183/VEGFB/CSF1/PIP5K1C/CXCR2/TNFAIP6/CXCR1/TRPM4/ZNF580/CXCL10/FPR2/PDGFB/CXCL13/S100A12/IL1B/S100A8/NBL1/IL17RC/CXCL9/SLAMF1/CXCL11/BSG/CCL4/SRP54/BST1/LYN/FCER1G/MAPK3/CXCL5/C3AR1/CCR2/PTPRJ/IL6/SLAMF8/CCL7/GAS6/IL10/PTPRO/CXCR4/VEGFA/PIK3CG/LBP/CCL8/CCL13/CH25H/CYP7B1/CKLF/CCL3/CX3CL1/CCR1/HSD3B7/PLA2G7/FFAR2/XCL1/GPR18/CCL2/RIN3/CCL23/CCR5/VAV3/CXCL3/STAP1/CCL5/ARHGEF5/F2RL1/ALOX5/KLRK1/AIF1/PF4V1/CXADR/TREM1/RAC2/IL12A/TNFSF14/CCR6/MSMP/DPEP1/IL34/C5AR2/KIT/CTSG/CCL19/ADAM8/S100A14/CXCR3/IL23A/CCR7/SAA1/CCL24/CCL25/DEFA1",93
"GO:0045580","GO:0045580","regulation of T cell differentiation","82/4203","176/13465",0.465909090909091,1.49261620487531,4.43132124956195,1.23633891951978e-05,0.00117938625781731,0.00105392825926276,"SMARCC2/BRD4/SART1/CR1/SLC4A2/PTPN2/ITPKB/HLX/PTPRC/SOX13/ZMIZ1/ERBB2/HLA-DRA/TGFB1/PNP/GPR65/ABL1/SMARCA4/IRF4/SOX12/SMAD7/CYP26B1/CD80/RIPK2/RARA/BAD/CD86/CTLA4/MALT1/KAT2A/IL7R/AP3D1/IL2RG/CD83/RASGRP1/XBP1/CRTAM/CCR2/CD2/PRDM1/FANCD2/GLI2/CD27/IFNG/TOX/KLHL25/BTN2A2/LEF1/IL2RA/ZBTB16/IL7/BCL6/ZEB1/SHB/IL18/CD69/CD28/HLA-DOA/RHOH/SMARCD3/IL23R/BATF/DTX1/CAMK4/LCK/IRF1/ZAP70/HLA-DRB1/BMP4/WNT10B/IL4I1/LILRB4/IL12RB1/TESPA1/SPINK5/CCL19/TBX21/JAK3/ADAM8/IL12B/IL23A/ZNF683",82
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","194/4203","483/13465",0.401656314699793,1.28677189565375,4.32368163678014,1.39512556970202e-05,0.0013093928532413,0.00117010531652428,"TRIM56/NOL3/SLC27A1/ULK1/MIB2/TBKBP1/NUMBL/TRIM41/TOLLIP/MAVS/IRAK4/AGPAT1/CACTIN/CSF1/PTPN2/SHARPIN/CXCR2/DAB2IP/HDAC4/SPPL2B/CASP4/CXCR1/CCL18/PTPRC/UGCG/TNFRSF17/CXCL10/PDGFB/CCR10/PRKACA/EPOR/CXCL13/BIRC3/IL1B/IRF3/IL17RC/CXCL9/TNFSF13B/PELI3/EDA/RIPK2/IL11RA/LILRA3/CARD16/PALM3/JAK2/TNFRSF14/NR1H2/CHUK/CDC37/VRK2/CCRL2/BAD/CASP3/ZSWIM8/PIAS4/CXCL11/CCL4/TNFRSF25/GPR17/TRADD/ACTN4/ZBP1/IL7R/LYN/FCER1G/IL1RN/IL2RG/HIF1A/CXCR6/BIRC2/MAPK3/CLCF1/IFNGR1/LILRA5/IL21R/TXK/FAS/CCR2/PTPRJ/IL6/TBK1/AIM2/CASP1/CCL7/STAT1/GAS6/IL10/CASP5/IL18RAP/CXCR4/AXL/BIRC7/TYK2/CCL8/CCL13/IL17RE/DOK1/IFNG/PARP9/TANK/CCL3/IRAK1/CX3CL1/CCR1/TXNDC17/CCR4/PARP14/SAMHD1/SRC/IL2RA/AGPAT2/XCL1/SPPL2A/IL7/CCL2/XCL2/CCL23/RPS6KA4/CCR5/TIFA/IL18/TRAF2/GSDMD/NOTCH1/STAP1/CCL5/CEBPA/F2RL1/IL18R1/CR2/CSF2RA/ARG1/MMP12/IL23R/GFI1/LAPTM5/SIGIRR/IRS1/LILRB5/IRF1/CNTFR/IFI27/ST18/IL5RA/SPHK1/IL27RA/TNFRSF13C/GPR35/IL12A/PRLR/IL2RB/SLIT3/DCST1/CCR6/STAT4/HPX/CD300LF/IRF7/CCL3L1/IL34/GREM2/KIT/CARD14/C1QTNF4/LILRB4/IL12RB1/IL12RB2/TNF/CRLF1/CTSG/CCL3L3/FLT3/CCL19/EGR1/LILRA4/IL1A/OSM/JAK3/IL1RL1/IL12B/IL36RN/DUOX2/CXCR3/DUOX1/IFNE/CCR7/IFNLR1/EREG/CRLF2/MMP8/CCL24/CCL25/IL37",194
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","47/4203","89/13465",0.528089887640449,1.69182258793211,4.41103972539583,1.78422699171842e-05,0.00164800267695389,0.00147269529475171,"SCRIB/CR1/SLC4A2/MAD1L1/PKN1/DLG5/MNDA/ERBB2/TGFB1/CD80/TNFRSF14/PLA2G2D/CASP3/CD86/BTLA/CTLA4/ATM/LYN/PDCD1LG2/CRTAM/HAVCR2/IL10/CD274/LST1/CCL8/GLMN/BTN2A2/FCGR2B/IL2RA/VSIG4/XCL1/BTK/IDO1/BCL6/ARG1/LAPTM5/PAWR/TYROBP/TNFRSF13B/HLA-DRB1/BMP4/ARG2/LRRC32/IL4I1/LILRB4/TSPAN32/GAL",47
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","120/4203","279/13465",0.43010752688172,1.37792002128536,4.29694529329895,1.83828507138676e-05,0.00167140325474993,0.00149360662050174,"VAMP2/GPR183/BRD4/CR1/STX4/HLX/PTPRC/TFRC/HLA-DRA/TGFB1/GPR65/ABL1/DDRGK1/SPHK2/IRF4/DLL1/SMAD7/CD80/NMI/RIPK2/ERCC1/RARA/JAK2/LCP1/TICAM1/ICOS/ENTPD7/CD86/SLAMF1/MALT1/SLAMF6/CLEC4E/GAB2/CD180/DOCK10/CLEC4D/ATAD5/LYN/FCER1G/POU2AF1/HLA-DMB/RASGRP1/STXBP1/XBP1/CLCF1/HAVCR2/PLXNA1/BCR/EXO1/CCR2/IL6/TBK1/MEN1/LFNG/IL10/CD244/PIK3CG/LBP/CD19/FCGR3A/IFNG/TLR4/CCL3/LEF1/FCGR2B/SRC/ZFPM1/GAPT/BTK/CD84/EOMES/BCL6/SHB/IL18/LY9/CD69/CD28/F2RL1/MYB/IGHE/IL18R1/PLCG2/SBNO2/IL23R/ICOSLG/LAT2/BATF/IL21/DOCK2/CLEC12A/ITGAL/NKG7/CLNK/BCL3/IL27RA/TYROBP/RAC2/IL12A/IRF8/HLA-DRB1/CD40LG/KLRC2/CCR6/GATA2/STAT4/RAB44/SUCNR1/KIT/IL12RB1/IL12RB2/TNF/CCL19/TBX21/JAK3/CD177/IL12B/IL23A/IFNE/ZNF683/AICDA",120
"GO:0002263","GO:0002263","cell activation involved in immune response","121/4203","282/13465",0.429078014184397,1.37462180846845,4.28277089227983,1.94264429275467e-05,0.00173911494454453,0.00155411543420373,"VAMP2/GPR183/BRD4/CR1/STX4/HLX/PTPRC/TFRC/HLA-DRA/TGFB1/GPR65/ABL1/DDRGK1/SPHK2/IRF4/DLL1/SMAD7/CD80/NMI/RIPK2/ERCC1/RARA/JAK2/LCP1/TICAM1/ICOS/ENTPD7/CD86/SLAMF1/MALT1/SLAMF6/CLEC4E/GAB2/CD180/DOCK10/CLEC4D/ATAD5/LYN/FCER1G/POU2AF1/HLA-DMB/RASGRP1/STXBP1/XBP1/LRP1/CLCF1/HAVCR2/PLXNA1/BCR/EXO1/CCR2/IL6/TBK1/MEN1/LFNG/IL10/CD244/PIK3CG/LBP/CD19/FCGR3A/IFNG/TLR4/CCL3/LEF1/FCGR2B/SRC/ZFPM1/GAPT/BTK/CD84/EOMES/BCL6/SHB/IL18/LY9/CD69/CD28/F2RL1/MYB/IGHE/IL18R1/PLCG2/SBNO2/IL23R/ICOSLG/LAT2/BATF/IL21/DOCK2/CLEC12A/ITGAL/NKG7/CLNK/BCL3/IL27RA/TYROBP/RAC2/IL12A/IRF8/HLA-DRB1/CD40LG/KLRC2/CCR6/GATA2/STAT4/RAB44/SUCNR1/KIT/IL12RB1/IL12RB2/TNF/CCL19/TBX21/JAK3/CD177/IL12B/IL23A/IFNE/ZNF683/AICDA",121
"GO:0050866","GO:0050866","negative regulation of cell activation","90/4203","199/13465",0.452261306532663,1.44889328871337,4.29748146552482,2.0564491740316e-05,0.00181310268843786,0.00162023268257035,"SCRIB/CR1/SLC4A2/MAD1L1/PTPN2/PKN1/HLX/PTPRC/CYGB/DLG5/MNDA/PDGFB/ERBB2/TGFB1/LAX1/SMAD7/CD80/TNFRSF14/PLA2G2D/ID2/SAMSN1/CASP3/CD86/BTLA/C1QTNF1/CTLA4/EMILIN1/ATM/KLHL22/PAG1/LYN/INHA/RHBDD3/PDCD1LG2/MAPK3/NR1D1/CRTAM/HAVCR2/IL10/HMGB3/AXL/CD274/LST1/TIGIT/GLMN/CX3CL1/BTN2A2/FCGR2B/SRC/IL2RA/VSIG4/XCL1/BTK/IDO1/CST7/CD84/ZBTB46/BCL6/SERPINE2/CD69/ARG1/THBD/LAPTM5/DTX1/CLEC12A/PAWR/IRF1/CLNK/TYROBP/PTPN22/TNFRSF13B/NOS3/HLA-DRB1/TBC1D10C/BMP4/ARG2/LRRC32/CD300LF/IL4I1/LILRB4/APOE/ADAMTS18/CTSG/TBX21/JAK3/TSPAN32/ADORA2A/TYRO3/GAL/DAPL1",90
"GO:0002697","GO:0002697","regulation of immune effector process","152/4203","368/13465",0.41304347826087,1.32325254218002,4.2353987368692,2.17914250437505e-05,0.00189260152730723,0.00169127477951497,"S100A9/B2M/BRD4/CR1/MAVS/STX4/PKN1/HLX/MYO18A/PTPRC/TFRC/TRPM4/MZB1/HLA-DRA/TGFB1/GPR65/DDRGK1/SPHK2/IL1B/IRF4/FCGR1A/SMAD7/TRIL/CD80/RIPK2/RARA/TNFRSF14/TICAM1/CLEC7A/CD86/SLAMF1/UBE2J1/MALT1/ATG5/SLAMF6/DENND1B/NLRX1/GAB2/KLHL22/ATAD5/IL7R/LYN/FCER1G/IL2RG/HLA-DMB/RASGRP1/MAPK3/DNAJB9/STXBP1/XBP1/CLCF1/CRTAM/HAVCR2/FCRL3/BCR/CCR2/IL6/SLAMF8/IL10/IL18RAP/AXL/CR1L/CD274/TLR7/CD244/TIGIT/SPON2/LBP/KLRB1/IFNG/TLR4/FCGR2B/AGER/FCN1/VSIG4/FFAR2/NOD1/CD96/XCL1/SERPINB9/BTK/CD84/BCL6/SHB/IL18/CD69/KLRC3/TRAF2/CD28/STAP1/TGFB3/F2RL1/IL18R1/CR2/CARD9/PLCG2/ARG1/GPRC5B/KLRK1/IL23R/BATF/HLA-H/IL21/LAPTM5/CD226/KLRC1/CLNK/IL27RA/TYROBP/RAC2/IL12A/HLA-DRB1/CD40LG/KLRC2/CD55/GATA2/KLRD1/CLC/HPX/LTA/EVPL/ULBP1/CLEC12B/C4BPB/KIT/COLEC11/IL4I1/SH2D1A/LILRB4/IL12RB1/NCR3/TNF/ULBP2/SPINK5/CCL19/NCR1/SLC7A5/CD22/TBX21/JAK3/CD177/CD1A/IL12B/CD1B/KLRC4/PKP3/RBP4/IL23A/NOS2/FCN2/ZNF683/CD5L",152
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","73/4203","155/13465",0.470967741935484,1.50882242330747,4.29197735097291,2.30464479152486e-05,0.00197216588851223,0.00176237542881313,"SCRIB/CR1/SLC4A2/MAD1L1/PTPN2/PKN1/HLX/DLG5/MNDA/ERBB2/TGFB1/LAX1/SMAD7/CD80/TNFRSF14/PLA2G2D/ID2/SAMSN1/CASP3/CD86/BTLA/CTLA4/ATM/KLHL22/PAG1/LYN/INHA/RHBDD3/PDCD1LG2/MAPK3/CRTAM/HAVCR2/IL10/HMGB3/AXL/CD274/LST1/TIGIT/GLMN/BTN2A2/FCGR2B/IL2RA/VSIG4/XCL1/BTK/IDO1/BCL6/CD69/ARG1/LAPTM5/DTX1/CLEC12A/PAWR/IRF1/CLNK/TYROBP/PTPN22/TNFRSF13B/HLA-DRB1/TBC1D10C/BMP4/ARG2/LRRC32/IL4I1/LILRB4/CTSG/TBX21/JAK3/TSPAN32/ADORA2A/TYRO3/GAL/DAPL1",73
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","104/4203","237/13465",0.438818565400844,1.40582726222278,4.24602606938412,2.39018196190912e-05,0.00201572012121003,0.00180129655100398,"PKD1/PTPN23/LRFN3/LRFN4/MAPK7/LRRC4B/DSC2/SELL/CDHR5/SELE/PTPRS/ROBO3/SCARF2/PCDHGC3/AMIGO3/BSG/ALCAM/CLSTN1/PLXNB2/IL1RN/FGFRL1/CRTAM/ROBO4/IL10/PTPRF/DSC1/CELSR2/DCHS1/DSG1/PLXNB3/CX3CL1/DSC3/EMB/MDGA1/SCARF1/PCDHGA10/CLDN7/AJUBA/CD84/PCDHA7/ITGA3/MYADM/MPZL2/CLDN15/PCDHGA7/BMP2/CDH1/PCDHGA2/PCDHGA6/CDH24/PCDHGB6/PCDHGA4/CADM4/CDH15/CDHR3/CRB2/CDHR1/PCDHGB4/PCDHA3/PCDHGA5/CDH23/ITGAL/AMIGO1/CXADR/DAB1/CLDN5/PCDHA12/ELFN2/PCDHGC4/CLDN2/PCDHB6/PCDHB9/PCDHA13/MMP24/VCAM1/CLSTN2/CDHR4/SDK2/PCDHA5/RET/DSCAML1/DSG3/PCDHB8/GPC4/CNTN2/PCDHGA3/PCDHA2/CDH4/PCDHA4/PCDHA8/CD6/MAG/CD177/CLDN9/IGSF9/PCDHA10/MYPN/CDH20/CADM2/PTPRT/FLRT3/CLDN14/CBLN1/DSCAM",104
"GO:0048167","GO:0048167","regulation of synaptic plasticity","84/4203","184/13465",0.456521739130435,1.46254228346212,4.25558550909031,2.50790892461652e-05,0.00208301757131635,0.00186143519004039,"VAMP2/SYNGR1/STX4/MECP2/HRAS/PRRT2/ANAPC2/IQSEC2/BAIAP2/ABL1/NCDN/MAP1A/HMGCR/SHANK3/RARA/SYNGAP1/MCTP1/GIPC1/NSMF/DAG1/CALM3/KAT2A/MAPT/SRF/SLC38A1/DBN1/CALHM2/STXBP1/SYT7/PICK1/SYT12/ARC/PRRT1/GRIN2C/CX3CL1/CAMK2B/SYP/AGER/LZTS1/NFATC4/GRID2IP/SHISA9/SERPINE2/CDC20/AKAP5/SORCS2/ITPKA/F2R/JPH3/SHISA6/ADORA1/MPP2/SHANK2/BRSK1/PRKAR1B/TYROBP/SLC4A10/SNCA/NPAS4/JPH4/GRIN3B/SNAP25/GRID1/KCNJ10/PPFIA3/KIT/KCNB1/CNTN2/APOE/RASGRF1/FAM107A/CRHR2/ADCY8/GRM2/NSG1/GRIN2B/ADORA2A/RELN/SCT/GRIA1/CBLN1/TNR/PRKCG/SHISA8",84
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","24/4203","37/13465",0.648648648648649,2.07805235642495,4.42333067461569,2.54157497101668e-05,0.00208301757131635,0.00186143519004039,"PTPRC/IL1B/MMP3/CTSC/DAGLA/CD200R1/MAPK3/NR1D1/CALHM2/IL6/NUPR1/PTGS2/CCL3/CX3CL1/CCR1/CST7/IL18/STAP1/CCL5/PLCG2/SPHK1/TTBK1/TNF/MMP8",24
"GO:0150076","GO:0150076","neuroinflammatory response","42/4203","78/13465",0.538461538461538,1.72504987280148,4.32601387963042,2.66388609575951e-05,0.00215293794322563,0.00192391773582631,"PTPRC/TLR1/FPR2/IL1B/POMT2/MMP3/JAK2/CTSC/MAPT/LYN/DAGLA/CD200R1/MAPK3/NR1D1/JUN/CALHM2/LRP1/IFNGR1/SMO/IL6/NUPR1/TLR6/PTGS2/IFNG/CCL3/CX3CL1/CCR1/AGER/CST7/IL18/STAP1/CCL5/PLCG2/AIF1/SPHK1/TYROBP/SNCA/TTBK1/TNF/ADCY8/ADORA2A/MMP8",42
"GO:0071216","GO:0071216","cellular response to biotic stimulus","102/4203","233/13465",0.437768240343348,1.40246237359581,4.17450376195243,3.2102222569226e-05,0.00255508602754341,0.00228328704987553,"HDAC5/MAP2K7/B2M/TRIM41/NFKBIL1/IRAK4/HSF1/CACTIN/PABPN1/ADAMTS13/DAB2IP/CXCL10/TLR1/UPF1/CXCL13/ABL1/GIT1/IL1B/GBP5/IRF3/MUS81/CXCL9/TLR2/CD80/MMP3/RIPK2/CARD16/RARA/JAK2/MAP2K3/TICAM1/LDOC1/CLEC7A/CD86/MALT1/SLX4/CD180/PPARD/LYN/PDCD1LG2/MAPK3/NR1D1/XBP1/TBXA2R/HAVCR2/CXCL5/KMO/BCR/IL6/WFS1/CASP1/TLR10/IL10/NFKBIB/AXL/CD274/SPON2/LBP/LY96/TLR6/FCAR/TLR4/IRAK1/CX3CL1/FCGR2B/LY86/BTK/CCL2/NUGGC/PLSCR3/CCR5/IL18/NOTCH1/STAP1/GBP3/ZFP36/PLCG2/SBNO2/KLRK1/GFI1/SIGIRR/PF4V1/LCN2/PTAFR/PTPN22/NOS3/IRF8/TIFAB/CD55/TNIP3/TNF/CTSG/SLC7A5/NLRP7/IL1A/CD6/IL12B/IL36RN/NOS2/MMP8/IL37/AICDA",102
"GO:0002407","GO:0002407","dendritic cell chemotaxis","18/4203","25/13465",0.72,2.30663811563169,4.40494054408374,3.24929310943826e-05,0.00255508602754341,0.00228328704987553,"GPR183/CXCR2/CXCR1/TRPM4/SLAMF1/CCR2/SLAMF8/GAS6/CXCR4/PIK3CG/CCR1/CCR5/CCL5/ARHGEF5/IL12A/CCR6/CCL19/CCR7",18
